uid,nom,demandeur,organe,organeReuniRef,participants,cr
RUANR5L16S2023IDC446034,,,,PO419865,"[{'acteurRef': 'PA722038', 'presence': 'présent'}, {'acteurRef': 'PA794278', 'presence': 'absent'}, {'acteurRef': 'PA794906', 'presence': 'présent'}, {'acteurRef': 'PA795144', 'presence': 'présent'}, {'acteurRef': 'PA793238', 'presence': 'absent'}, {'acteurRef': 'PA721046', 'presence': 'présent'}, {'acteurRef': 'PA335999', 'presence': 'présent'}, {'acteurRef': 'PA342415', 'presence': 'présent'}, {'acteurRef': 'PA795362', 'presence': 'présent'}, {'acteurRef': 'PA720668', 'presence': 'absent'}, {'acteurRef': 'PA266793', 'presence': 'présent'}, {'acteurRef': 'PA793182', 'presence': 'absent'}, {'acteurRef': 'PA718710', 'presence': 'présent'}, {'acteurRef': 'PA267766', 'presence': 'absent'}, {'acteurRef': 'PA605069', 'presence': 'présent'}, {'acteurRef': 'PA794330', 'presence': 'présent'}, {'acteurRef': 'PA719890', 'presence': 'présent'}, {'acteurRef': 'PA722000', 'presence': 'absent'}, {'acteurRef': 'PA793912', 'presence': 'présent'}, {'acteurRef': 'PA795868', 'presence': 'excusé'}, {'acteurRef': 'PA719922', 'presence': 'absent'}, {'acteurRef': 'PA795864', 'presence': 'présent'}, {'acteurRef': 'PA267429', 'presence': 'présent'}, {'acteurRef': 'PA793520', 'presence': 'absent'}, {'acteurRef': 'PA794222', 'presence': 'présent'}, {'acteurRef': 'PA793680', 'presence': 'absent'}, {'acteurRef': 'PA795644', 'presence': 'absent'}, {'acteurRef': 'PA794510', 'presence': 'présent'}, {'acteurRef': 'PA795430', 'presence': 'présent'}, {'acteurRef': 'PA330909', 'presence': 'absent'}, {'acteurRef': 'PA712015', 'presence': 'présent'}, {'acteurRef': 'PA793146', 'presence': 'présent'}, {'acteurRef': 'PA794870', 'presence': 'excusé'}, {'acteurRef': 'PA793980', 'presence': 'présent'}, {'acteurRef': 'PA722366', 'presence': 'présent'}, {'acteurRef': 'PA795310', 'presence': 'présent'}, {'acteurRef': 'PA720174', 'presence': 'présent'}, {'acteurRef': 'PA720054', 'presence': 'absent'}, {'acteurRef': 'PA793190', 'presence': 'présent'}, {'acteurRef': 'PA643192', 'presence': 'présent'}, {'acteurRef': 'PA720764', 'presence': 'présent'}, {'acteurRef': 'PA719412', 'presence': 'absent'}, {'acteurRef': 'PA795746', 'presence': 'présent'}, {'acteurRef': 'PA774958', 'presence': 'absent'}, {'acteurRef': 'PA795216', 'presence': 'absent'}, {'acteurRef': 'PA721530', 'presence': 'présent'}, {'acteurRef': 'PA719718', 'presence': 'présent'}, {'acteurRef': 'PA346054', 'presence': 'présent'}, {'acteurRef': 'PA793314', 'presence': 'absent'}, {'acteurRef': 'PA795482', 'presence': 'présent'}, {'acteurRef': 'PA793852', 'presence': 'présent'}, {'acteurRef': 'PA719882', 'presence': 'présent'}, {'acteurRef': 'PA721976', 'presence': 'présent'}, {'acteurRef': 'PA795820', 'presence': 'présent'}, {'acteurRef': 'PA721960', 'presence': 'excusé'}, {'acteurRef': 'PA794830', 'presence': 'absent'}, {'acteurRef': 'PA720334', 'presence': 'présent'}, {'acteurRef': 'PA719632', 'presence': 'absent'}, {'acteurRef': 'PA794314', 'presence': 'absent'}, {'acteurRef': 'PA721442', 'presence': 'absent'}, {'acteurRef': 'PA344201', 'presence': 'absent'}, {'acteurRef': 'PA718910', 'presence': 'absent'}, {'acteurRef': 'PA793664', 'presence': 'absent'}, {'acteurRef': 'PA607553', 'presence': 'présent'}, {'acteurRef': 'PA719578', 'presence': 'présent'}, {'acteurRef': 'PA793094', 'presence': 'absent'}, {'acteurRef': 'PA794894', 'presence': 'présent'}, {'acteurRef': 'PA794626', 'presence': 'absent'}, {'acteurRef': 'PA793744', 'presence': 'présent'}, {'acteurRef': 'PA793382', 'presence': 'absent'}, {'acteurRef': 'PA794178', 'presence': 'absent'}, {'acteurRef': 'PA793796', 'presence': 'présent'}, {'acteurRef': 'PA722336', 'presence': 'absent'}, {'acteurRef': 'PA793948', 'presence': 'absent'}, {'acteurRef': 'PA720014', 'presence': 'absent'}, {'acteurRef': 'PA721482', 'presence': 'présent'}, {'acteurRef': 'PA720586', 'presence': 'absent'}, {'acteurRef': 'PA794118', 'presence': 'présent'}, {'acteurRef': 'PA794946', 'presence': 'absent'}, {'acteurRef': 'PA795026', 'presence': 'absent'}, {'acteurRef': 'PA722110', 'presence': 'présent'}, {'acteurRef': 'PA718962', 'presence': 'présent'}]",CRCANR5L16S2023PO419865N025
RUANR5L16S2023IDC447019,,,,PO807226,,
RUANR5L16S2023IDC447401,,,,PO808489,,
RUANR5L15A2022IDF0161772,M. Thomas Portes,PA796062,,,,
RUANR5L16S2023IDC446986,,,,PO419610,"[{'acteurRef': 'PA794278', 'presence': 'absent'}, {'acteurRef': 'PA793262', 'presence': 'absent'}, {'acteurRef': 'PA795144', 'presence': 'excusé'}, {'acteurRef': 'PA793560', 'presence': 'absent'}, {'acteurRef': 'PA335999', 'presence': 'absent'}, {'acteurRef': 'PA342415', 'presence': 'absent'}, {'acteurRef': 'PA332228', 'presence': 'absent'}, {'acteurRef': 'PA774954', 'presence': 'absent'}, {'acteurRef': 'PA720162', 'presence': 'absent'}, {'acteurRef': 'PA642695', 'presence': 'présent'}, {'acteurRef': 'PA342240', 'presence': 'absent'}, {'acteurRef': 'PA719032', 'presence': 'présent'}, {'acteurRef': 'PA795990', 'presence': 'présent'}, {'acteurRef': 'PA794798', 'presence': 'présent'}, {'acteurRef': 'PA267306', 'presence': 'absent'}, {'acteurRef': 'PA791812', 'presence': 'absent'}, {'acteurRef': 'PA267429', 'presence': 'présent'}, {'acteurRef': 'PA793122', 'presence': 'absent'}, {'acteurRef': 'PA720862', 'presence': 'présent'}, {'acteurRef': 'PA712015', 'presence': 'absent'}, {'acteurRef': 'PA608826', 'presence': 'absent'}, {'acteurRef': 'PA794718', 'presence': 'absent'}, {'acteurRef': 'PA793964', 'presence': 'absent'}, {'acteurRef': 'PA793980', 'presence': 'présent'}, {'acteurRef': 'PA796070', 'presence': 'absent'}, {'acteurRef': 'PA720222', 'presence': 'présent'}, {'acteurRef': 'PA794418', 'presence': 'absent'}, {'acteurRef': 'PA793592', 'presence': 'absent'}, {'acteurRef': 'PA795828', 'presence': 'absent'}, {'acteurRef': 'PA794082', 'presence': 'absent'}, {'acteurRef': 'PA795652', 'presence': 'présent'}, {'acteurRef': 'PA722202', 'presence': 'excusé'}, {'acteurRef': 'PA719372', 'presence': 'présent'}, {'acteurRef': 'PA794146', 'presence': 'présent'}, {'acteurRef': 'PA795516', 'presence': 'absent'}, {'acteurRef': 'PA719382', 'presence': 'absent'}, {'acteurRef': 'PA794354', 'presence': 'absent'}, {'acteurRef': 'PA719664', 'presence': 'présent'}, {'acteurRef': 'PA719388', 'presence': 'absent'}, {'acteurRef': 'PA720342', 'presence': 'absent'}, {'acteurRef': 'PA642988', 'presence': 'absent'}, {'acteurRef': 'PA793904', 'presence': 'absent'}, {'acteurRef': 'PA334116', 'presence': 'absent'}, {'acteurRef': 'PA795730', 'presence': 'présent'}, {'acteurRef': 'PA719080', 'presence': 'absent'}, {'acteurRef': 'PA795100', 'presence': 'absent'}, {'acteurRef': 'PA795692', 'presence': 'absent'}, {'acteurRef': 'PA720976', 'presence': 'absent'}, {'acteurRef': 'PA719436', 'presence': 'absent'}, {'acteurRef': 'PA795786', 'presence': 'absent'}, {'acteurRef': 'PA795664', 'presence': 'présent'}, {'acteurRef': 'PA607619', 'presence': 'présent'}, {'acteurRef': 'PA794810', 'presence': 'absent'}, {'acteurRef': 'PA643157', 'presence': 'absent'}, {'acteurRef': 'PA720644', 'presence': 'absent'}, {'acteurRef': 'PA793588', 'presence': 'absent'}, {'acteurRef': 'PA720414', 'presence': 'présent'}, {'acteurRef': 'PA718930', 'presence': 'présent'}, {'acteurRef': 'PA817211', 'presence': 'absent'}, {'acteurRef': 'PA607553', 'presence': 'absent'}, {'acteurRef': 'PA720092', 'presence': 'absent'}, {'acteurRef': 'PA795528', 'presence': 'présent'}, {'acteurRef': 'PA266808', 'presence': 'absent'}, {'acteurRef': 'PA794894', 'presence': 'absent'}, {'acteurRef': 'PA796018', 'presence': 'absent'}, {'acteurRef': 'PA794178', 'presence': 'présent'}, {'acteurRef': 'PA794166', 'presence': 'absent'}, {'acteurRef': 'PA793298', 'presence': 'absent'}, {'acteurRef': 'PA607395', 'presence': 'présent'}, {'acteurRef': 'PA795164', 'presence': 'absent'}, {'acteurRef': 'PA607090', 'presence': 'absent'}, {'acteurRef': 'PA421348', 'presence': 'absent'}, {'acteurRef': 'PA721170', 'presence': 'présent'}, {'acteurRef': 'PA720992', 'presence': 'absent'}]",CRCANR5L16S2023PO419610N038
RUANR5L16S2023IDC448329,,,,PO819148,,
RUANR5L16S2023IDC446964,,,,PO810274,,
RUANR5L16S2023IDC446742,,,,PO59051,"[{'acteurRef': 'PA719866', 'presence': 'absent'}, {'acteurRef': 'PA719146', 'presence': 'absent'}, {'acteurRef': 'PA793278', 'presence': 'absent'}, {'acteurRef': 'PA721158', 'presence': 'absent'}, {'acteurRef': 'PA719558', 'presence': 'absent'}, {'acteurRef': 'PA793374', 'presence': 'présent'}, {'acteurRef': 'PA722046', 'presence': 'excusé'}, {'acteurRef': 'PA720430', 'presence': 'absent'}, {'acteurRef': 'PA793844', 'presence': 'absent'}, {'acteurRef': 'PA721816', 'presence': 'présent'}, {'acteurRef': 'PA606507', 'presence': 'absent'}, {'acteurRef': 'PA330008', 'presence': 'absent'}, {'acteurRef': 'PA721336', 'presence': 'absent'}, {'acteurRef': 'PA795508', 'presence': 'présent'}, {'acteurRef': 'PA795068', 'presence': 'présent'}, {'acteurRef': 'PA330240', 'presence': 'excusé'}, {'acteurRef': 'PA795136', 'presence': 'présent'}, {'acteurRef': 'PA794194', 'presence': 'absent'}, {'acteurRef': 'PA793928', 'presence': 'absent'}, {'acteurRef': 'PA721094', 'presence': 'excusé'}, {'acteurRef': 'PA721896', 'presence': 'présent'}, {'acteurRef': 'PA796132', 'presence': 'absent'}, {'acteurRef': 'PA793832', 'presence': 'absent'}, {'acteurRef': 'PA266797', 'presence': 'présent'}, {'acteurRef': 'PA721880', 'presence': 'présent'}, {'acteurRef': 'PA793218', 'presence': 'absent'}, {'acteurRef': 'PA795958', 'presence': 'absent'}, {'acteurRef': 'PA722150', 'presence': 'présent'}, {'acteurRef': 'PA793632', 'presence': 'absent'}, {'acteurRef': 'PA794022', 'presence': 'présent'}, {'acteurRef': 'PA719874', 'presence': 'excusé'}, {'acteurRef': 'PA267901', 'presence': 'excusé'}, {'acteurRef': 'PA335054', 'presence': 'absent'}, {'acteurRef': 'PA795998', 'presence': 'excusé'}, {'acteurRef': 'PA794130', 'presence': 'présent'}, {'acteurRef': 'PA721984', 'presence': 'absent'}, {'acteurRef': 'PA721466', 'presence': 'absent'}, {'acteurRef': 'PA795746', 'presence': 'absent'}, {'acteurRef': 'PA721852', 'presence': 'absent'}, {'acteurRef': 'PA796026', 'presence': 'présent'}, {'acteurRef': 'PA793290', 'presence': 'présent'}, {'acteurRef': 'PA794838', 'presence': 'absent'}, {'acteurRef': 'PA721932', 'presence': 'absent'}, {'acteurRef': 'PA795636', 'presence': 'absent'}, {'acteurRef': 'PA794114', 'presence': 'présent'}, {'acteurRef': 'PA342384', 'presence': 'présent'}, {'acteurRef': 'PA794322', 'presence': 'absent'}, {'acteurRef': 'PA720370', 'presence': 'présent'}, {'acteurRef': 'PA720908', 'presence': 'excusé'}, {'acteurRef': 'PA721960', 'presence': 'excusé'}, {'acteurRef': 'PA719202', 'presence': 'présent'}, {'acteurRef': 'PA718784', 'presence': 'présent'}, {'acteurRef': 'PA2449', 'presence': 'absent'}, {'acteurRef': 'PA796062', 'presence': 'absent'}, {'acteurRef': 'PA719600', 'presence': 'présent'}, {'acteurRef': 'PA795270', 'presence': 'absent'}, {'acteurRef': 'PA793306', 'presence': 'présent'}, {'acteurRef': 'PA720100', 'presence': 'absent'}, {'acteurRef': 'PA795966', 'presence': 'présent'}, {'acteurRef': 'PA722398', 'presence': 'excusé'}, {'acteurRef': 'PA794778', 'presence': 'présent'}, {'acteurRef': 'PA795876', 'presence': 'présent'}, {'acteurRef': 'PA795410', 'presence': 'absent'}, {'acteurRef': 'PA722292', 'presence': 'absent'}, {'acteurRef': 'PA340343', 'presence': 'absent'}, {'acteurRef': 'PA721314', 'presence': 'absent'}, {'acteurRef': 'PA720754', 'presence': 'absent'}, {'acteurRef': 'PA794106', 'presence': 'présent'}, {'acteurRef': 'PA721584', 'presence': 'présent'}, {'acteurRef': 'PA608695', 'presence': 'présent'}, {'acteurRef': 'PA794494', 'presence': 'présent'}, {'acteurRef': 'PA721262', 'presence': 'absent'}, {'acteurRef': 'PA2952', 'presence': 'absent'}]",CRCANR5L16S2023PO59051N035
RUANR5L16S2023IDC447279,,,,PO808051,,
RUANR5L15A2022IDF0161891,M. Bertrand Pancher,PA333421,,,,
RUANR5L15A2022IDF0161668,M. Mathieu Lefèvre,PA795386,,,,
RUANR5L16S2023IDC447022,,,,PO807226,,
RUANR5L16S2023IDFL447335,,,,PO807501,,
RUANR5L16S2023IDC446613,,,,PO804878,,
RUANR5L15A2022IDF0161437,Mme Aurore Bergé,PA722046,,,,
RUANR5L16S2023IDC447932,,,,PO804929,,
RUANR5L16S2023IDC447758,,,,PO804904,,
RUANR5L15A2022IDF0161823,M. Paul Midy,PA795664,,,,
RUANR5L16S2023IDC447977,,,,PO808236,,
RUANR5L16S2023IDC446236,,,,PO59051,,
RUANR5L16S2022IDC445324,,,,PO59048,"[{'acteurRef': 'PA793432', 'presence': 'présent'}, {'acteurRef': 'PA795950', 'presence': 'présent'}, {'acteurRef': 'PA793780', 'presence': 'présent'}, {'acteurRef': 'PA643143', 'presence': 'excusé'}, {'acteurRef': 'PA795454', 'presence': 'présent'}, {'acteurRef': 'PA793444', 'presence': 'présent'}, {'acteurRef': 'PA721410', 'presence': 'présent'}, {'acteurRef': 'PA794094', 'presence': 'présent'}, {'acteurRef': 'PA718838', 'presence': 'absent'}, {'acteurRef': 'PA793624', 'presence': 'présent'}, {'acteurRef': 'PA795836', 'presence': 'présent'}, {'acteurRef': 'PA719138', 'presence': 'présent'}, {'acteurRef': 'PA793940', 'presence': 'absent'}, {'acteurRef': 'PA719472', 'presence': 'présent'}, {'acteurRef': 'PA795580', 'presence': 'absent'}, {'acteurRef': 'PA721202', 'presence': 'présent'}, {'acteurRef': 'PA942', 'presence': 'présent'}, {'acteurRef': 'PA720932', 'presence': 'absent'}, {'acteurRef': 'PA332523', 'presence': 'présent'}, {'acteurRef': 'PA793166', 'presence': 'présent'}, {'acteurRef': 'PA720386', 'presence': 'présent'}, {'acteurRef': 'PA722382', 'presence': 'présent'}, {'acteurRef': 'PA795200', 'presence': 'présent'}, {'acteurRef': 'PA643175', 'presence': 'absent'}, {'acteurRef': 'PA607193', 'presence': 'présent'}, {'acteurRef': 'PA795120', 'presence': 'présent'}, {'acteurRef': 'PA794470', 'presence': 'présent'}, {'acteurRef': 'PA267336', 'presence': 'présent'}, {'acteurRef': 'PA720560', 'presence': 'présent'}, {'acteurRef': 'PA795540', 'presence': 'absent'}, {'acteurRef': 'PA794478', 'presence': 'présent'}, {'acteurRef': 'PA783457', 'presence': 'absent'}, {'acteurRef': 'PA722054', 'presence': 'présent'}, {'acteurRef': 'PA608416', 'presence': 'absent'}, {'acteurRef': 'PA721150', 'presence': 'présent'}, {'acteurRef': 'PA719778', 'presence': 'présent'}, {'acteurRef': 'PA719798', 'presence': 'présent'}, {'acteurRef': 'PA794450', 'presence': 'présent'}, {'acteurRef': 'PA718978', 'presence': 'présent'}, {'acteurRef': 'PA720022', 'presence': 'présent'}, {'acteurRef': 'PA1874', 'presence': 'absent'}, {'acteurRef': 'PA345722', 'presence': 'présent'}, {'acteurRef': 'PA774962', 'presence': 'excusé'}, {'acteurRef': 'PA795374', 'presence': 'présent'}, {'acteurRef': 'PA794402', 'presence': 'présent'}, {'acteurRef': 'PA795386', 'presence': 'présent'}, {'acteurRef': 'PA795974', 'presence': 'présent'}, {'acteurRef': 'PA608016', 'presence': 'présent'}, {'acteurRef': 'PA720230', 'presence': 'présent'}, {'acteurRef': 'PA794974', 'presence': 'présent'}, {'acteurRef': 'PA720146', 'presence': 'présent'}, {'acteurRef': 'PA793330', 'presence': 'présent'}, {'acteurRef': 'PA720728', 'presence': 'présent'}, {'acteurRef': 'PA795422', 'presence': 'absent'}, {'acteurRef': 'PA793616', 'presence': 'présent'}, {'acteurRef': 'PA794686', 'presence': 'présent'}, {'acteurRef': 'PA794878', 'presence': 'absent'}, {'acteurRef': 'PA720334', 'presence': 'présent'}, {'acteurRef': 'PA608172', 'presence': 'présent'}, {'acteurRef': 'PA793572', 'presence': 'présent'}, {'acteurRef': 'PA721678', 'presence': 'présent'}, {'acteurRef': 'PA335758', 'presence': 'excusé'}, {'acteurRef': 'PA793884', 'presence': 'présent'}, {'acteurRef': 'PA721458', 'presence': 'présent'}, {'acteurRef': 'PA794570', 'presence': 'présent'}, {'acteurRef': 'PA793724', 'presence': 'présent'}, {'acteurRef': 'PA794954', 'presence': 'présent'}, {'acteurRef': 'PA605745', 'presence': 'présent'}, {'acteurRef': 'PA610002', 'presence': 'présent'}, {'acteurRef': 'PA796050', 'presence': 'absent'}, {'acteurRef': 'PA794802', 'presence': 'présent'}, {'acteurRef': 'PA795778', 'presence': 'présent'}, {'acteurRef': 'PA794650', 'presence': 'absent'}]",CRCANR5L16S2022PO59048N007
RUANR5L16S2023IDS26521,,,,PO791932,,
RUANR5L16S2023IDC446178,,,,PO805408,,
RUANR5L15A2022IDF0161580,M. Pierre Meurin,PA793852,,,,
RUANR5L16S2023IDS26945,,,,PO791932,,CRSANR5L16S2023O1N199
RUANR5L16S2023IDC446024,,,,PO419610,,
RUANR5L16S2023IDC445588,,,,PO59048,"[{'acteurRef': 'PA793432', 'presence': 'présent'}, {'acteurRef': 'PA795950', 'presence': 'présent'}, {'acteurRef': 'PA793780', 'presence': 'présent'}, {'acteurRef': 'PA643143', 'presence': 'présent'}, {'acteurRef': 'PA795454', 'presence': 'présent'}, {'acteurRef': 'PA793444', 'presence': 'présent'}, {'acteurRef': 'PA721410', 'presence': 'absent'}, {'acteurRef': 'PA794094', 'presence': 'présent'}, {'acteurRef': 'PA718838', 'presence': 'présent'}, {'acteurRef': 'PA793624', 'presence': 'présent'}, {'acteurRef': 'PA795836', 'presence': 'présent'}, {'acteurRef': 'PA719138', 'presence': 'présent'}, {'acteurRef': 'PA719472', 'presence': 'présent'}, {'acteurRef': 'PA795580', 'presence': 'présent'}, {'acteurRef': 'PA267429', 'presence': 'présent'}, {'acteurRef': 'PA721202', 'presence': 'présent'}, {'acteurRef': 'PA942', 'presence': 'présent'}, {'acteurRef': 'PA720932', 'presence': 'présent'}, {'acteurRef': 'PA332523', 'presence': 'présent'}, {'acteurRef': 'PA793166', 'presence': 'présent'}, {'acteurRef': 'PA720386', 'presence': 'présent'}, {'acteurRef': 'PA722382', 'presence': 'présent'}, {'acteurRef': 'PA795200', 'presence': 'présent'}, {'acteurRef': 'PA643175', 'presence': 'présent'}, {'acteurRef': 'PA607193', 'presence': 'présent'}, {'acteurRef': 'PA795120', 'presence': 'présent'}, {'acteurRef': 'PA720006', 'presence': 'présent'}, {'acteurRef': 'PA794470', 'presence': 'présent'}, {'acteurRef': 'PA267336', 'presence': 'présent'}, {'acteurRef': 'PA720560', 'presence': 'présent'}, {'acteurRef': 'PA795540', 'presence': 'absent'}, {'acteurRef': 'PA794478', 'presence': 'présent'}, {'acteurRef': 'PA783457', 'presence': 'absent'}, {'acteurRef': 'PA722054', 'presence': 'présent'}, {'acteurRef': 'PA608416', 'presence': 'absent'}, {'acteurRef': 'PA721150', 'presence': 'présent'}, {'acteurRef': 'PA719778', 'presence': 'présent'}, {'acteurRef': 'PA719798', 'presence': 'présent'}, {'acteurRef': 'PA794450', 'presence': 'présent'}, {'acteurRef': 'PA718978', 'presence': 'présent'}, {'acteurRef': 'PA1874', 'presence': 'présent'}, {'acteurRef': 'PA345722', 'presence': 'présent'}, {'acteurRef': 'PA774962', 'presence': 'présent'}, {'acteurRef': 'PA795374', 'presence': 'présent'}, {'acteurRef': 'PA794402', 'presence': 'présent'}, {'acteurRef': 'PA795386', 'presence': 'présent'}, {'acteurRef': 'PA721632', 'presence': 'présent'}, {'acteurRef': 'PA795974', 'presence': 'présent'}, {'acteurRef': 'PA608016', 'presence': 'présent'}, {'acteurRef': 'PA720230', 'presence': 'présent'}, {'acteurRef': 'PA794974', 'presence': 'présent'}, {'acteurRef': 'PA794206', 'presence': 'présent'}, {'acteurRef': 'PA720146', 'presence': 'présent'}, {'acteurRef': 'PA793330', 'presence': 'présent'}, {'acteurRef': 'PA720728', 'presence': 'excusé'}, {'acteurRef': 'PA795422', 'presence': 'présent'}, {'acteurRef': 'PA793616', 'presence': 'absent'}, {'acteurRef': 'PA794686', 'presence': 'présent'}, {'acteurRef': 'PA794878', 'presence': 'présent'}, {'acteurRef': 'PA608172', 'presence': 'présent'}, {'acteurRef': 'PA793572', 'presence': 'absent'}, {'acteurRef': 'PA721678', 'presence': 'présent'}, {'acteurRef': 'PA793884', 'presence': 'présent'}, {'acteurRef': 'PA721458', 'presence': 'présent'}, {'acteurRef': 'PA794570', 'presence': 'présent'}, {'acteurRef': 'PA793724', 'presence': 'présent'}, {'acteurRef': 'PA794954', 'presence': 'présent'}, {'acteurRef': 'PA605745', 'presence': 'présent'}, {'acteurRef': 'PA610002', 'presence': 'présent'}, {'acteurRef': 'PA796050', 'presence': 'présent'}, {'acteurRef': 'PA794802', 'presence': 'présent'}, {'acteurRef': 'PA720190', 'presence': 'présent'}, {'acteurRef': 'PA795778', 'presence': 'présent'}, {'acteurRef': 'PA794650', 'presence': 'présent'}]",CRCANR5L16S2023PO59048N002
RUANR5L16S2023IDC447687,,,,PO805197,,
RUANR5L16S2023IDC448772,,,,PO823746,,
RUANR5L15A2022IDF0161767,Mme Constance Le Grip,PA345722,,,,
RUANR5L16S2023IDC448104,,,,PO812752,"[{'acteurRef': 'PA795228', 'presence': 'présent'}, {'acteurRef': 'PA721158', 'presence': 'présent'}, {'acteurRef': 'PA795058', 'presence': 'présent'}, {'acteurRef': 'PA642695', 'presence': 'absent'}, {'acteurRef': 'PA721816', 'presence': 'absent'}, {'acteurRef': 'PA793624', 'presence': 'absent'}, {'acteurRef': 'PA795836', 'presence': 'présent'}, {'acteurRef': 'PA795068', 'presence': 'présent'}, {'acteurRef': 'PA719294', 'presence': 'présent'}, {'acteurRef': 'PA793548', 'presence': 'absent'}, {'acteurRef': 'PA719266', 'presence': 'absent'}, {'acteurRef': 'PA720684', 'presence': 'présent'}, {'acteurRef': 'PA1206', 'presence': 'absent'}, {'acteurRef': 'PA793792', 'presence': 'présent'}, {'acteurRef': 'PA721024', 'presence': 'absent'}, {'acteurRef': 'PA605991', 'presence': 'présent'}, {'acteurRef': 'PA794818', 'presence': 'absent'}, {'acteurRef': 'PA720846', 'presence': 'absent'}, {'acteurRef': 'PA794354', 'presence': 'présent'}, {'acteurRef': 'PA345722', 'presence': 'présent'}, {'acteurRef': 'PA642988', 'presence': 'présent'}, {'acteurRef': 'PA794322', 'presence': 'présent'}, {'acteurRef': 'PA794582', 'presence': 'présent'}, {'acteurRef': 'PA794270', 'presence': 'absent'}, {'acteurRef': 'PA796062', 'presence': 'absent'}, {'acteurRef': 'PA720092', 'presence': 'absent'}, {'acteurRef': 'PA722292', 'presence': 'absent'}, {'acteurRef': 'PA795982', 'presence': 'présent'}, {'acteurRef': 'PA794410', 'presence': 'absent'}, {'acteurRef': 'PA794802', 'presence': 'excusé'}, {'acteurRef': 'PA795778', 'presence': 'présent'}, {'acteurRef': 'PA721170', 'presence': 'présent'}]",CRCANR5L16S2023PO812752N032
RUANR5L15A2022IDF0161411,M. Alexis Corbière,PA721210,,,,
